City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
deogarh,100,IN,1619423466,6,21.5333,84.7333,110.48,2.08
galveston,1,US,1619423467,78,29.3669,-94.9669,71.01,10.36
labrea,100,BR,1619423467,98,-7.2586,-64.7981,73.26,2.35
lawrence,1,US,1619423420,59,38.9717,-95.2353,62.01,8.05
bull savanna,7,JM,1619423467,87,17.8868,-77.5902,72.19,4.21
rudarpur,0,IN,1619423467,5,26.4394,83.6144,105.58,4.79
kalininsk,100,RU,1619423468,41,51.5,44.4758,52.0,7.49
mandalgovi,100,MN,1619423468,49,45.7625,106.2708,36.23,29.15
richards bay,34,ZA,1619423468,62,-28.783,32.0377,75.38,1.41
stephenville,1,US,1619423468,72,32.2207,-98.2023,66.2,9.22
zabid,94,YE,1619423468,38,14.1951,43.3152,94.87,11.36
dunedin,98,NZ,1619423467,66,-45.8742,170.5036,46.99,24.0
tabuk,82,PH,1619423469,64,17.4189,121.4443,81.73,7.94
ranong,40,TH,1619423469,66,9.9658,98.6348,89.6,9.22
la suiza,0,CR,1619423469,73,9.8524,-83.6133,69.8,6.91
sola,89,VU,1619423470,75,-13.8833,167.55,82.09,6.73
marstal,40,DK,1619423470,70,54.8562,10.5173,46.0,3.44
the valley,40,AI,1619423470,73,18.217,-63.0578,78.01,8.05
malamig,88,PH,1619423470,81,12.95,121.3667,79.11,5.26
tepetitla,16,MX,1619423471,72,19.2833,-98.3833,59.65,2.51
grand-santi,100,GF,1619423471,99,4.25,-54.3833,72.72,0.98
aquin,11,HT,1619423471,84,18.2833,-73.4,74.55,2.44
maarianhamina,90,AX,1619423471,100,60.0973,19.9348,33.8,11.5
nizhniy kuranakh,100,RU,1619423472,89,58.8353,125.4869,40.17,4.23
marawi,94,PH,1619423472,82,7.9986,124.2928,82.99,5.01
calvinia,0,ZA,1619423472,40,-31.4707,19.776,68.0,4.61
jinxiang,16,CN,1619423472,68,27.4327,120.6062,66.6,6.96
pattensen,2,DE,1619423472,43,52.2645,9.7644,48.99,2.57
syamzha,100,RU,1619423473,89,60.0158,41.0614,41.2,3.76
zharkent,100,KZ,1619423473,20,44.1628,80.0,70.92,5.55
diapaga,19,BF,1619423473,43,12.0708,1.7889,90.79,10.65
benjamin constant,0,BR,1619423474,100,-4.3831,-70.0311,73.4,2.51
port hawkesbury,90,CA,1619423474,93,45.6169,-61.3485,50.0,26.46
manggar,36,ID,1619423474,64,-2.8833,108.2667,86.02,10.09
saurimo,90,AO,1619423474,67,-9.6608,20.3916,74.91,4.92
santa rosa,75,PH,1619423474,62,14.3122,121.1114,86.0,9.22
kosai,0,JP,1619423475,54,34.7105,137.5316,63.0,5.99
bonfim,100,BR,1619423475,87,3.0833,-59.95,75.06,8.3
oranjemund,100,NA,1619423475,73,-28.55,16.4333,66.43,10.13
lumphat,85,KH,1619423269,41,13.4878,106.9816,96.53,0.31
qianan,100,CN,1619423475,13,44.9932,124.0581,70.09,17.11
leshukonskoye,100,RU,1619423476,89,64.8989,45.7622,41.2,4.52
barabai,96,ID,1619423476,73,-2.5833,115.3833,84.67,0.22
oranjestad,20,AW,1619423248,83,12.524,-70.027,79.0,13.8
katherine,100,AU,1619423476,55,-14.4667,132.2667,87.8,12.66
kijang,0,KR,1619423476,29,35.2442,129.2139,64.4,16.11
piravam,75,IN,1619423477,62,9.8667,76.5,91.4,5.75
vanimo,56,PG,1619423477,75,-2.6741,141.3028,81.12,3.89
caravelas,84,BR,1619423477,91,-17.7125,-39.2481,71.87,6.4
dzaoudzi,40,YT,1619423477,70,-12.7887,45.2699,86.0,4.61
tolbazy,75,RU,1619423478,30,54.0241,55.8825,53.6,22.37
salinopolis,83,BR,1619423478,85,-0.6136,-47.3561,77.9,7.11
grants pass,90,US,1619423478,87,42.439,-123.3284,44.6,1.88
kirakira,99,SB,1619423478,80,-10.4544,161.9205,81.09,2.37
eldoret,75,KE,1619423478,82,0.5204,35.2699,64.4,1.14
swan river,54,CA,1619423479,80,52.1058,-101.2676,33.8,9.22
tutoia,35,BR,1619423479,88,-2.7619,-42.2744,76.26,6.6
totma,100,RU,1619423479,95,59.9747,42.7642,40.21,3.29
mitsamiouli,59,KM,1619423479,70,-11.3847,43.2844,83.39,8.57
erbach,5,DE,1619423480,56,49.6561,8.9964,46.99,8.99
yashiro,0,JP,1619423480,16,34.9167,134.9667,66.2,11.5
matay,0,EG,1619423240,42,28.419,30.7792,74.03,11.95
kathmandu,20,NP,1619423403,26,27.7167,85.3167,84.2,8.05
vorukh,0,TJ,1619423480,37,39.8494,70.5838,67.15,6.33
chino valley,1,US,1619423480,17,34.7575,-112.4538,55.0,9.22
bilma,0,NE,1619423481,10,18.6853,12.9164,94.77,7.85
acapulco,100,MX,1619423276,71,16.8634,-99.8901,79.32,4.34
paramonga,45,PE,1619423481,91,-10.6667,-77.8333,65.7,5.79
sorland,90,NO,1619423481,70,67.667,12.6934,37.4,9.22
ketchikan,1,US,1619423379,61,55.3422,-131.6461,42.8,3.42
magadan,26,RU,1619423481,71,59.5667,150.8,24.98,5.55
shyryayeve,100,UA,1619423482,76,47.3805,30.1964,44.17,14.81
paulista,75,BR,1619423482,83,-7.9408,-34.8731,75.2,3.44
srednekolymsk,28,RU,1619423482,81,67.45,153.6833,23.99,4.61
gubkinskiy,100,RU,1619423482,100,64.434,76.5026,35.49,16.58
marovoay,20,MG,1619423482,52,-16.1,46.6333,91.4,10.36
shingu,0,JP,1619423483,39,33.7333,135.9833,64.4,16.11
burnie,100,AU,1619423483,74,-41.0667,145.9167,54.0,7.0
uray,79,RU,1619423483,41,60.1247,64.7758,49.46,12.8
dubbo,0,AU,1619423437,42,-32.25,148.6167,62.6,5.75
flin flon,99,CA,1619423483,79,54.7682,-101.865,29.12,5.1
basco,30,PH,1619423484,70,20.4487,121.9702,75.63,20.31
tautira,20,PF,1619423484,78,-17.7333,-149.15,77.0,4.61
sangueya,33,GN,1619423484,69,10.7,-14.3667,77.83,2.24
fredericton,90,CA,1619423484,93,45.9454,-66.6656,44.6,10.36
kiunga,45,PG,1619423485,78,-6.1219,141.2906,82.06,3.27
presidente medici,100,BR,1619423485,99,-11.1753,-61.9014,70.77,3.89
ladario,48,BR,1619423485,92,-19.0047,-57.6017,63.36,3.2
padang,40,ID,1619423485,66,-0.9492,100.3543,87.8,4.61
rawson,91,AR,1619423428,59,-43.3002,-65.1023,57.04,11.7
almaznyy,75,RU,1619423486,93,48.0448,40.045,46.4,15.66
alappuzha,94,IN,1619423486,66,9.49,76.3264,86.2,6.06
zelenoborsk,98,RU,1619423486,39,61.4669,64.0333,49.82,10.96
lorengau,99,PG,1619423486,74,-2.0226,147.2712,82.62,1.28
cap malheureux,98,MU,1619423487,80,-19.9842,57.6142,80.01,7.0
pokrovsk,80,UA,1619423294,38,48.282,37.1758,54.77,7.63
redlands,90,US,1619423344,62,34.0556,-117.1825,57.2,5.75
dharchula,14,IN,1619423487,14,29.85,80.5333,86.07,7.63
svetlogorsk,9,BY,1619423487,43,52.6333,29.7333,42.98,8.28
tuatapere,93,NZ,1619423487,77,-46.1333,167.6833,45.0,13.0
papara,20,BR,1619423488,88,-3.9839,-38.7273,77.0,5.75
sao raimundo nonato,99,BR,1619423488,83,-9.0153,-42.6994,72.91,2.15
barbate,75,ES,1619423488,82,36.1924,-5.9219,61.0,6.91
sao paulo de olivenca,92,BR,1619423488,99,-3.3783,-68.8725,71.94,1.57
la ronge,100,CA,1619423489,59,55.1001,-105.2842,32.0,10.36
araouane,40,ML,1619423489,13,18.9048,-3.5265,91.69,4.79
korem,99,ET,1619423489,69,12.5058,39.5228,59.72,6.24
aitape,39,PG,1619423489,75,-3.1374,142.3475,81.91,4.16
pisco,0,PE,1619423489,88,-13.7,-76.2167,63.0,2.3
touba,100,CI,1619423490,71,8.2833,-7.6833,76.5,4.94
walvis bay,90,NA,1619423490,100,-22.9575,14.5053,61.0,5.61
coahuayana,96,MX,1619423490,81,18.7333,-103.6833,70.97,3.76
cabatuan,87,PH,1619423490,66,10.8794,122.486,84.29,6.96
tupik,100,RU,1619423491,68,54.4253,119.9327,48.0,7.4
general delgado,0,PY,1619423491,77,-27.1667,-56.5167,57.2,6.91
codrington,100,AU,1619423491,76,-38.2667,141.9667,57.42,7.76
sakakah,0,SA,1619423491,15,29.9697,40.2064,91.4,16.11
georgiyevka,0,KZ,1619423492,33,43.0369,74.7114,71.6,4.47
kropotkin,100,RU,1619423492,82,45.4375,40.5756,48.0,3.09
oussouye,0,SN,1619423492,88,12.485,-16.5469,69.8,6.91
witu,41,KE,1619423492,56,-2.3889,40.4382,89.44,11.7
la asuncion,94,VE,1619423493,88,11.0333,-63.8628,77.0,13.8
kaeo,100,NZ,1619423493,84,-35.1,173.7833,57.99,4.0
rabak,84,SD,1619423493,36,13.1809,32.74,93.31,14.85
buchanan,40,LR,1619423493,94,5.8808,-10.0467,77.0,0.4
vostok,17,RU,1619423493,27,46.4856,135.8833,49.28,7.92
charters towers,93,AU,1619423494,73,-20.1,146.2667,71.83,8.01
heihe,20,CN,1619423494,20,50.2441,127.4902,64.4,11.18
novikovo,79,RU,1619423494,49,51.1537,37.8879,51.71,11.88
paamiut,100,GL,1619423494,98,61.994,-49.6678,34.54,7.09
atherton,57,GB,1619423495,88,53.5237,-2.4935,48.0,3.0
oktyabrskiy,13,RU,1619423443,41,54.4815,53.471,50.2,19.75
bjerkvik,75,NO,1619423495,60,68.5597,17.5189,37.4,3.44
liuhe,100,CN,1619423495,18,42.2401,125.7172,67.93,11.92
soloneshnoye,85,RU,1619423495,37,51.6544,84.3197,54.79,3.38
oriximina,100,BR,1619423496,96,-1.7656,-55.8661,74.07,3.38
vilyuysk,100,RU,1619423496,90,63.7553,121.6247,28.74,11.23
oktyabrskoye,95,RU,1619423496,71,43.0645,44.7417,55.4,4.47
requena,100,ES,1619423496,99,39.4883,-1.1004,57.0,2.53
rincon,1,US,1619423497,100,32.296,-81.2354,57.99,4.99
antsohihy,97,MG,1619423497,55,-14.8796,47.9875,86.29,3.58
vardo,40,NO,1619423497,69,70.3705,31.1107,35.6,10.36
andenes,75,NO,1619423497,65,69.3143,16.1194,37.4,12.66
duluth,90,US,1619423321,93,46.7833,-92.1066,37.4,17.27
fort nelson,75,CA,1619423497,30,58.8053,-122.7002,39.2,9.22
broken hill,0,AU,1619423498,35,-31.95,141.4333,69.8,11.5
nara,0,JP,1619423327,19,34.6851,135.8049,66.2,12.66
hualmay,20,PE,1619423498,91,-11.0964,-77.6139,65.21,6.38
skegness,75,GB,1619423498,61,53.1436,0.3363,46.0,9.22
ozu,0,JP,1619423498,39,33.5,132.55,66.2,10.36
griffith,90,US,1619423499,65,41.5284,-87.4237,41.0,4.61
bandon,20,IE,1619423499,76,51.7469,-8.7425,48.99,6.91
san miguel,47,SV,1619423499,75,13.4833,-88.1833,77.52,1.77
altay,16,CN,1619423499,23,47.8667,88.1167,47.59,4.94
asfi,7,MA,1619423500,77,32.2994,-9.2372,64.58,23.33
vila franca do campo,75,PT,1619423500,82,37.7167,-25.4333,57.2,6.91
maragogi,70,BR,1619423500,76,-9.0122,-35.2225,77.86,5.5
geilenkirchen,0,DE,1619423500,70,50.9667,6.1167,46.99,3.44
chaiya,40,TH,1619423501,59,9.3862,99.1986,93.2,5.75
rognan,99,NO,1619423501,80,67.0953,15.3878,37.99,2.26
saint anthony,20,US,1619423501,60,45.0205,-93.218,42.01,5.75
macomb,1,US,1619423469,71,40.4592,-90.6718,53.01,9.22
iisalmi,90,FI,1619423501,87,63.5592,27.1907,35.6,6.91
umm kaddadah,38,SD,1619423502,27,13.6017,26.6876,90.01,4.43
naron,40,ES,1619423502,100,43.5167,-8.1528,57.0,2.3
madimba,40,TZ,1619423502,83,-10.4,40.3333,82.4,17.27
mangrol,0,IN,1619423502,49,21.1167,70.1167,91.36,14.34
ahipara,100,NZ,1619423502,77,-35.1667,173.1667,58.17,5.64
kremnica,40,SK,1619423503,42,48.7052,18.9183,44.6,2.3
coos bay,90,US,1619423503,93,43.3665,-124.2179,46.4,4.61
yarkovo,100,RU,1619423503,32,57.4028,67.0786,53.47,14.25
daoukro,100,CI,1619423503,77,7.0591,-3.9631,78.48,3.13
san vicente,18,AR,1619423504,99,-26.6167,-54.1333,49.96,2.8
cafarnaum,90,BR,1619423504,95,-11.6936,-41.4683,65.64,5.37
omsukchan,100,RU,1619423504,84,62.5333,155.8,16.3,2.35
verkhnevilyuysk,100,RU,1619423504,87,63.4453,120.3167,28.65,10.87
tecoanapa,84,MX,1619423505,77,16.5167,-98.75,79.0,4.83
wewak,43,PG,1619423505,78,-3.5534,143.6268,81.61,6.2
kanye,60,BW,1619423505,18,-24.9667,25.3327,72.32,5.23
visnes,75,NO,1619423505,56,59.3556,5.2242,42.8,9.22
moose jaw,97,CA,1619423505,100,50.4001,-105.5344,32.0,2.3
west odessa,1,US,1619423506,29,31.8424,-102.4988,75.99,23.02
ordzhonikidze,100,KZ,1619423506,48,52.4411,61.7408,53.76,11.95
betong,83,TH,1619423506,60,5.7743,101.0723,87.62,4.16
yuanping,78,CN,1619423506,9,38.7153,112.7575,70.97,19.17
fairview,1,US,1619423507,53,40.8126,-73.999,46.4,9.22
honghu,100,CN,1619423507,84,29.8206,113.4621,61.05,5.1
bhadasar,0,IN,1619423507,7,28.2833,74.3167,102.2,5.1
college,20,US,1619423507,45,64.8569,-147.8028,44.6,3.2
